  No.   E(hr.)    dos(hr.)       E(eV)          dos(eV)    sum
   4106  -0.5281      0.00000000    -10.5662    0.0000000000  360.0000
   4116  -0.5271      0.00000000    -10.5390    0.0000000000  360.0000
   4126  -0.5261      0.00000000    -10.5118    0.0000000000  360.0000
   4136  -0.5251      0.00000000    -10.4845    0.0000000000  360.0000
   4146  -0.5241      0.00000000    -10.4573    0.0000000000  360.0000
   4156  -0.5231      0.00000000    -10.4301    0.0000000000  360.0000
   4166  -0.5221      0.00000000    -10.4029    0.0000000000  360.0000
   4176  -0.5211      0.00000000    -10.3757    0.0000000000  360.0000
   4186  -0.5201      0.00000000    -10.3485    0.0000000000  360.0000
   4196  -0.5191      0.00000000    -10.3213    0.0000000000  360.0000
   4206  -0.5181      0.00000000    -10.2941    0.0000000000  360.0000
   4216  -0.5171      0.00000000    -10.2669    0.0000000000  360.0000
   4226  -0.5161      0.00000000    -10.2396    0.0000000000  360.0000
   4236  -0.5151      0.00000000    -10.2124    0.0000000000  360.0000
   4246  -0.5141      0.00000000    -10.1852    0.0000000000  360.0000
   4256  -0.5131      0.00000000    -10.1580    0.0000000000  360.0000
   4266  -0.5121      0.00000003    -10.1308    0.0000000011  360.0000
   4276  -0.5111      0.00001500    -10.1036    0.0000005513  360.0000
   4286  -0.5101      0.00280683    -10.0764    0.0001031493  360.0000
   4296  -0.5091      0.20157158    -10.0492    0.0074076188  360.0001
   4306  -0.5081      5.66681447    -10.0220    0.2082515907  360.0021
   4316  -0.5071     64.30404241     -9.9947    2.3631299719  360.0310
   4326  -0.5061    307.78477501     -9.9675   11.3108818576  360.2097
   4336  -0.5051    660.55425858     -9.9403   24.2749212630  360.7192
   4346  -0.5041    739.43798237     -9.9131   27.1738446429  361.4509
   4356  -0.5031    760.33937135     -9.8859   27.9419565205  362.1817
   4366  -0.5021   1004.35671255     -9.8587   36.9094284089  363.0725
   4376  -0.5011   1107.09581054     -9.8315   40.6850206208  364.1496
   4386  -0.5001   1113.65539680     -9.8043   40.9260809698  365.2665
   4396  -0.4991    850.69543761     -9.7771   31.2624807102  366.2708
   4406  -0.4981    383.35455949     -9.7498   14.0880202142  366.8520
   4416  -0.4971    447.47821876     -9.7226   16.4445212278  367.2031
   4426  -0.4961   1188.75300415     -9.6954   43.6858671367  368.0319
   4436  -0.4951   1521.03111567     -9.6682   55.8968625091  369.4896
   4446  -0.4941   1041.01259466     -9.6410   38.2565072299  370.7678
   4456  -0.4931    884.40807331     -9.6138   32.5013972210  371.6692
   4466  -0.4921   1119.05845436     -9.5866   41.1246396728  372.6781
   4476  -0.4911   1083.46347006     -9.5594   39.8165481266  373.8221
   4486  -0.4901    573.02963870     -9.5321   21.0584508087  374.6458
   4496  -0.4891    195.20043375     -9.5049    7.1734836288  374.9730
   4506  -0.4881    358.23835275     -9.4777   13.1650166407  375.2129
   4516  -0.4871    896.49194115     -9.4505   32.9454711733  375.8541
   4526  -0.4861   1456.51114010     -9.4233   53.5257971401  377.0610
   4536  -0.4851   1892.40807331     -9.3961   69.5447139739  378.7858
   4546  -0.4841   1717.02435527     -9.3689   63.0994812154  380.6408
   4556  -0.4831   1095.40005564     -9.3417   40.2552095558  382.0302
   4566  -0.4821    511.83595296     -9.3145   18.8096243364  382.7817
   4576  -0.4811    478.78274245     -9.2872   17.5949412544  383.2136
   4586  -0.4801    963.03517242     -9.2600   35.3908898177  383.9497
   4596  -0.4791   1015.01262921     -9.2328   37.3010261233  385.0101
   4606  -0.4781    477.05279341     -9.2056   17.5313667998  385.7426
   4616  -0.4771    226.27512929     -9.1784    8.3154576268  386.0300
   4626  -0.4761    684.83017681     -9.1512   25.1670448033  386.4502
   4636  -0.4751   1440.26045507     -9.1240   52.9285954801  387.5732
   4646  -0.4741   1500.14596225     -9.0968   55.1293472771  389.1120
   4656  -0.4731   1438.20813015     -9.0696   52.8531739304  390.5324
   4666  -0.4721   1908.32530111     -9.0423   70.1296613064  392.2101
   4676  -0.4711   2077.10351935     -9.0151   76.3321464246  394.2753
   4686  -0.4701   1347.19828972     -8.9879   49.5086239833  396.0169
   4696  -0.4691    450.18157683     -8.9607   16.5438678045  396.8301
   4706  -0.4681    306.00775503     -8.9335   11.2455775777  397.1336
   4716  -0.4671    675.25988036     -8.9063   24.8153428957  397.6326
   4726  -0.4661    771.46678105     -8.8791   28.3508812846  398.4048
   4736  -0.4651    574.53959052     -8.8519   21.1139405146  399.0642
   4746  -0.4641    617.87618556     -8.8247   22.7065310079  399.6344
   4756  -0.4631   1085.44632010     -8.7974   39.8894165219  400.4673
   4766  -0.4621   1809.81789190     -8.7702   66.5095807888  401.9645
   4776  -0.4611   2135.27416261     -8.7430   78.4698781351  403.9832
   4786  -0.4601   2456.15791072     -8.7158   90.2621383753  406.2792
   4796  -0.4591   2608.61629699     -8.6886   95.8648807308  408.8662
   4806  -0.4581   2145.51920416     -8.6614   78.8463764679  411.2615
   4816  -0.4571   1462.19549345     -8.6342   53.7346932726  413.0261
   4826  -0.4561   1104.72980544     -8.6070   40.5980715371  414.2475
   4836  -0.4551   1152.95713099     -8.5798   42.3703930615  415.3652
   4846  -0.4541   1114.15899653     -8.5525   40.9445879183  416.5199
   4856  -0.4531    756.87024558     -8.5253   27.8144685000  417.4599
   4866  -0.4521    487.19862712     -8.4981   17.9042193117  418.0270
   4876  -0.4511    872.03522076     -8.4709   32.0467032762  418.6766
   4886  -0.4501   1383.60149207     -8.4437   50.8464169947  419.8581
   4896  -0.4491   1496.06801013     -8.4165   54.9794853009  421.3257
   4906  -0.4481   1649.30310542     -8.3893   60.6107711864  422.8824
   4916  -0.4471   1977.89715283     -8.3621   72.6863796996  424.7196
   4926  -0.4461   1839.74788713     -8.3348   67.6094878262  426.6828
   4936  -0.4451   1100.13895471     -8.3076   40.4293608847  428.1443
   4946  -0.4441    369.61698940     -8.2804   13.5831738252  428.8153
   4956  -0.4431     64.66112290     -8.2532    2.3762524377  428.9823
   4966  -0.4421     81.61685195     -8.2260    2.9993639873  429.0353
   4976  -0.4411    390.84457523     -8.1988   14.3632732156  429.2605
   4986  -0.4401    827.11475704     -8.1716   30.3959066827  429.9048
   4996  -0.4391    859.27945573     -8.1444   31.5779375576  430.7916
   5006  -0.4381    559.79211026     -8.1172   20.5719806115  431.4982
   5016  -0.4371    229.11146688     -8.0899    8.4196911107  431.8701
   5026  -0.4361     45.90710343     -8.0627    1.6870549342  431.9828
   5036  -0.4351      3.83728200     -8.0355    0.1410175124  431.9990
   5046  -0.4341      0.12626979     -8.0083    0.0046403291  432.0000
   5056  -0.4331      0.00159919     -7.9811    0.0000587692  432.0000
   5066  -0.4321      0.00000770     -7.9539    0.0000002830  432.0000
   5076  -0.4311      0.00000001     -7.9267    0.0000000005  432.0000
   5086  -0.4301      0.00000000     -7.8995    0.0000000000  432.0000
   5096  -0.4291      0.00000000     -7.8723    0.0000000000  432.0000
   5106  -0.4281      0.00000000     -7.8450    0.0000000000  432.0000
   5116  -0.4271      0.00000000     -7.8178    0.0000000000  432.0000
   5126  -0.4261      0.00000000     -7.7906    0.0000000000  432.0000
   5136  -0.4251      0.00000000     -7.7634    0.0000000000  432.0000
   5146  -0.4241      0.00000000     -7.7362    0.0000000000  432.0000
   5156  -0.4231      0.00000000     -7.7090    0.0000000000  432.0000
   5166  -0.4221      0.00000000     -7.6818    0.0000000000  432.0000
   5176  -0.4211      0.00000000     -7.6546    0.0000000000  432.0000
   5186  -0.4201      0.00000000     -7.6274    0.0000000000  432.0000
   5196  -0.4191      0.00000000     -7.6001    0.0000000000  432.0000
   5206  -0.4181      0.00000000     -7.5729    0.0000000000  432.0000
   5216  -0.4171      0.00000000     -7.5457    0.0000000000  432.0000
   5226  -0.4161      0.00000000     -7.5185    0.0000000000  432.0000
   5236  -0.4151      0.00000000     -7.4913    0.0000000000  432.0000
   5246  -0.4141      0.00000000     -7.4641    0.0000000000  432.0000
   5256  -0.4131      0.00000000     -7.4369    0.0000000000  432.0000
   5266  -0.4121      0.00000000     -7.4097    0.0000000000  432.0000
   5276  -0.4111      0.00000000     -7.3824    0.0000000000  432.0000
   5286  -0.4101      0.00000000     -7.3552    0.0000000001  432.0000
   5296  -0.4091      0.00000217     -7.3280    0.0000000798  432.0000
   5306  -0.4081      0.00065612     -7.3008    0.0000241120  432.0000
   5316  -0.4071      0.07529396     -7.2736    0.0027670022  432.0000
   5326  -0.4061      3.31055199     -7.2464    0.1216605417  432.0011
   5336  -0.4051     56.37078890     -7.2192    2.0715882824  432.0239
   5346  -0.4041    376.17296431     -7.1920   13.8241014591  432.2217
   5356  -0.4031    994.60285195     -7.1648   36.5509806431  432.9390
   5366  -0.4021   1049.13342517     -7.1375   38.5549422469  434.0444
   5376  -0.4011    441.65272290     -7.1103   16.2304382035  434.7717
   5386  -0.4001     73.76990131     -7.0831    2.7109938701  434.9750
   5396  -0.3991      6.48540287     -7.0559    0.2383341594  434.9994
   5406  -0.3981     26.82316881     -7.0287    0.9857332724  435.0115
   5416  -0.3971    183.56101344     -7.0015    6.7457428219  435.1062
   5426  -0.3961    602.43799784     -6.9743   22.1391880736  435.4996
   5436  -0.3951   1103.24821909     -6.9471   40.5436242431  436.3865
   5446  -0.3941   1451.85039462     -6.9199   53.3545179028  437.6879
   5456  -0.3931   1953.71303213     -6.8926   71.7976296564  439.3902
   5466  -0.3921   2480.05543609     -6.8654   91.1403562343  441.6659
   5476  -0.3911   2269.92673724     -6.8382   83.4182689820  444.1061
   5486  -0.3901   1412.66887540     -6.8110   51.9146236296  445.9262
   5496  -0.3891    799.44001977     -6.7838   29.3788788468  446.9429
   5506  -0.3881    922.84772854     -6.7566   33.9140284952  447.7672
   5516  -0.3871   1017.79342220     -6.7294   37.4032183808  448.7834
   5526  -0.3861    700.18976954     -6.7022   25.7314994248  449.6368
   5536  -0.3851    684.02352925     -6.6750   25.1374010521  450.2773
   5546  -0.3841   1101.76962177     -6.6477   40.4892867939  451.1830
   5556  -0.3831   1242.14904804     -6.6205   45.6481355565  452.4070
   5566  -0.3821    959.47658146     -6.5933   35.2601140120  453.5064
   5576  -0.3811    970.68744208     -6.5661   35.6721055409  454.4182
   5586  -0.3801   1372.88699977     -6.5389   50.4526666654  455.6178
   5596  -0.3791   1223.74257822     -6.5117   44.9717102672  456.9718
   5606  -0.3781    786.45037949     -6.4845   28.9015183711  457.9315
   5616  -0.3771    797.67943296     -6.4573   29.3141784749  458.6972
   5626  -0.3761    698.25434791     -6.4301   25.6603739918  459.4735
   5636  -0.3751    561.22415047     -6.4028   20.6246071183  460.0564
   5646  -0.3741   1238.76490269     -6.3756   45.5237705088  460.9171
   5656  -0.3731   2094.45285667     -6.3484   76.9697228116  462.6853
   5666  -0.3721   1667.57450286     -6.3212   61.2822326575  464.6647
   5676  -0.3711    583.89327700     -6.2940   21.4576821528  465.7179
   5686  -0.3701     85.65737230     -6.2668    3.1478503714  465.9722
   5696  -0.3691      5.24762776     -6.2396    0.1928467633  465.9989
   5706  -0.3681      5.13848591     -6.2124    0.1888358742  466.0018
   5716  -0.3671     54.47608487     -6.1851    2.0019591937  466.0267
   5726  -0.3661    242.25358759     -6.1579    8.9026551385  466.1709
   5736  -0.3651    520.10191430     -6.1307   19.1133928127  466.5659
   5746  -0.3641    782.17616036     -6.1035   28.7444437150  467.2308
   5756  -0.3631    957.14038883     -6.0763   35.1742605163  468.1261
   5766  -0.3621    955.01047687     -6.0491   35.0959876957  469.0871
   5776  -0.3611    926.31101941     -6.0219   34.0413020871  470.0349
   5786  -0.3601    715.68049668     -5.9947   26.3007731475  470.8574
   5796  -0.3591    500.86891323     -5.9675   18.4065930599  471.4500
   5806  -0.3581    265.86816729     -5.9402    9.7704749361  471.8268
   5816  -0.3571     68.20750002     -5.9130    2.5065793929  471.9724
   5826  -0.3561     21.12415952     -5.8858    0.7762985440  472.0034
   5836  -0.3551    137.35011532     -5.8586    5.0475236386  472.0698
   5846  -0.3541    547.43778196     -5.8314   20.1179674205  472.4080
   5856  -0.3531   1019.46888292     -5.8042   37.4647904267  473.2331
   5866  -0.3521   1126.31042522     -5.7770   41.3911446861  474.3471
   5876  -0.3511    812.98925922     -5.7498   29.8768042124  475.3324
   5886  -0.3501    390.66968129     -5.7226   14.3568459818  475.8927
   5896  -0.3491    486.49171998     -5.6953   17.8782409532  476.2828
   5906  -0.3481    945.89984660     -5.6681   34.7611782087  477.0222
   5916  -0.3471   1138.59531526     -5.6409   41.8426060682  478.1090
   5926  -0.3461    903.43862720     -5.6137   33.2007571770  479.1532
   5936  -0.3451    394.39802652     -5.5865   14.4938601419  479.7800
   5946  -0.3441     76.36222091     -5.5593    2.8062598584  479.9722
   5956  -0.3431      5.98036854     -5.5321    0.2197744902  479.9985
   5966  -0.3421      0.18330884     -5.5049    0.0067364755  480.0000
   5976  -0.3411      0.02070393     -5.4777    0.0007608552  480.0000
   5986  -0.3401      1.01264814     -5.4504    0.0372141328  480.0003
   5996  -0.3391     21.38302402     -5.4232    0.7858116388  480.0085
   6006  -0.3381    177.21646034     -5.3960    6.5125847957  480.0958
   6016  -0.3371    592.26330031     -5.3688   21.7652748359  480.4865
   6026  -0.3361    866.85536107     -5.3416   31.8563469437  481.2668
   6036  -0.3351    715.05197661     -5.3144   26.2776754609  482.0731
   6046  -0.3341    455.12536226     -5.2872   16.7255485680  482.6449
   6056  -0.3331    324.68462864     -5.2600   11.9319400235  483.0032
   6066  -0.3321    583.38628433     -5.2327   21.4390505156  483.4427
   6076  -0.3311    757.76018915     -5.2055   27.8471733228  484.1642
   6086  -0.3301    409.53571085     -5.1783   15.0501597805  484.7573
   6096  -0.3291     88.02438934     -5.1511    3.2348366433  484.9669
   6106  -0.3281      7.43513391     -5.1239    0.2732361315  484.9980
   6116  -0.3271      0.25287942     -5.0967    0.0092931471  485.0000
   6126  -0.3261      0.59668911     -5.0695    0.0219279203  485.0002
   6136  -0.3251     15.32327820     -5.0423    0.5631200875  485.0058
   6146  -0.3241    160.38973811     -5.0151    5.8942141596  485.0794
   6156  -0.3231    708.00147466     -4.9878   26.0185742930  485.5020
   6166  -0.3221   1371.63719926     -4.9606   50.4067373438  486.6081
   6176  -0.3211   1194.64355071     -4.9334   43.9023407300  487.9680
   6186  -0.3201    465.24326003     -4.9062   17.0973744527  488.7590
   6196  -0.3191     78.56069676     -4.8790    2.8870523555  488.9728
   6206  -0.3181      8.18788128     -4.8518    0.3008990873  488.9995
   6216  -0.3171     43.47203763     -4.8246    1.5975679167  489.0187
   6226  -0.3161    273.75876486     -4.7974   10.0604490483  489.1651
   6236  -0.3151    684.29447532     -4.7702   25.1473581365  489.6693
   6246  -0.3141    681.05627041     -4.7429   25.0283563009  490.4060
   6256  -0.3131    269.87926681     -4.7157    9.9178801244  490.8649
   6266  -0.3121     42.31872407     -4.6885    1.5551844248  490.9860
   6276  -0.3111      3.66249611     -4.6613    0.1345942494  490.9997
   6286  -0.3101     18.50005755     -4.6341    0.6798645750  491.0078
   6296  -0.3091    124.24508432     -4.6069    4.5659226325  491.0729
   6306  -0.3081    330.90604077     -4.5797   12.1605727023  491.3110
   6316  -0.3071    350.80833136     -4.5525   12.8919683910  491.6798
   6326  -0.3061    148.10525512     -4.5253    5.4427677364  491.9234
   6336  -0.3051     24.74634466     -4.4980    0.9094113925  491.9916
   6346  -0.3041      1.80597600     -4.4708    0.0663683938  491.9997
   6356  -0.3031      5.18676604     -4.4436    0.1906101364  492.0019
   6366  -0.3021     54.84951355     -4.4164    2.0156824446  492.0271
   6376  -0.3011    230.17597407     -4.3892    8.4588110282  492.1677
   6386  -0.3001    391.40647872     -4.3620   14.3839227880  492.5021
   6396  -0.2991    353.63857024     -4.3348   12.9959777516  492.8794
   6406  -0.2981    505.24935309     -4.3076   18.5675712558  493.2853
   6416  -0.2971    769.17363238     -4.2804   28.2666096253  493.9590
   6426  -0.2961    528.34797704     -4.2531   19.4164300291  494.6379
   6436  -0.2951    145.38443263     -4.2259    5.3427793539  494.9390
   6446  -0.2941     16.03812649     -4.1987    0.5893902775  494.9956
   6456  -0.2931      8.72987303     -4.1715    0.3208169165  495.0028
   6466  -0.2921     92.81710607     -4.1443    3.4109657343  495.0446
   6476  -0.2911    420.58504447     -4.1171   15.4562153016  495.2950
   6486  -0.2901    757.89533779     -4.0899   27.8521399438  495.9300
   6496  -0.2891    545.46471676     -4.0627   20.0454586115  496.6165
   6506  -0.2881    156.39771859     -4.0354    5.7475101481  496.9331
   6516  -0.2871     17.71365815     -4.0082    0.6509649301  496.9948
   6526  -0.2861      0.78346791     -3.9810    0.0287919146  496.9998
   6536  -0.2851      0.02957521     -3.9538    0.0010868688  497.0000
   6546  -0.2841      0.91631728     -3.9266    0.0336740390  497.0003
   6556  -0.2831     19.94845034     -3.8994    0.7330920284  497.0079
   6566  -0.2821    169.26927382     -3.8722    6.2205310782  497.0907
   6576  -0.2811    566.30414206     -3.8450   20.8112933658  497.4654
   6586  -0.2801    753.25988626     -3.8178   27.6817902420  498.1822
   6596  -0.2791    399.22886928     -3.7905   14.6713903388  498.7664
   6606  -0.2781     83.90828184     -3.7633    3.0835724826  498.9688
   6616  -0.2771      6.92415310     -3.7361    0.2544579330  498.9982
   6626  -0.2761      0.22166239     -3.7089    0.0081459424  499.0000
   6636  -0.2751      0.00272157     -3.6817    0.0001000157  499.0000
   6646  -0.2741      0.00001269     -3.6545    0.0000004665  499.0000
   6656  -0.2731      0.00000002     -3.6273    0.0000000008  499.0000
   6666  -0.2721      0.00000000     -3.6001    0.0000000000  499.0000
   6676  -0.2711      0.00000033     -3.5729    0.0000000120  499.0000
   6686  -0.2701      0.00011214     -3.5456    0.0000041210  499.0000
   6696  -0.2691      0.01462678     -3.5184    0.0005375242  499.0000
   6706  -0.2681      0.72812145     -3.4912    0.0267579697  499.0002
   6716  -0.2671     13.98038093     -3.4640    0.5137695229  499.0057
   6726  -0.2661    104.79046486     -3.4368    3.8509785542  499.0589
   6736  -0.2651    310.55659752     -3.4096   11.4127444562  499.2735
   6746  -0.2641    377.57726142     -3.3824   13.8757084260  499.6445
   6756  -0.2631    296.26436389     -3.3552   10.8875145578  499.9695
   6766  -0.2621    522.91037376     -3.3280   19.2166017944  500.3590
   6776  -0.2611    770.68410385     -3.3007   28.3221184281  501.0516
   6786  -0.2601    523.88545655     -3.2735   19.2524354259  501.7146
   6796  -0.2591    459.00280893     -3.2463   16.8680421050  502.1491
   6806  -0.2581    972.75390341     -3.2191   35.7480465939  502.8703
   6816  -0.2571   1084.36859477     -3.1919   39.8498108465  503.9803
   6826  -0.2561    557.21030309     -3.1647   20.4771009477  504.7836
   6836  -0.2551    419.77781009     -3.1375   15.4265499851  505.2095
   6846  -0.2541    756.45981179     -3.1103   27.7993853363  505.7985
   6856  -0.2531    963.78855651     -3.0831   35.4185761725  506.7047
   6866  -0.2521    648.39304735     -3.0558   23.8280049936  507.5336
   6876  -0.2511    239.96616540     -3.0286    8.8185939234  507.9326
   6886  -0.2501    369.52563421     -3.0014   13.5798165838  508.1855
   6896  -0.2491   1170.48764542     -2.9742   43.0146275840  508.9530
   6906  -0.2481   1972.23649547     -2.9470   72.4783543784  510.6112
   6916  -0.2471   1908.20976479     -2.9198   70.1254154249  512.6289
   6926  -0.2461   1137.58702002     -2.8926   41.8055519016  514.1430
   6936  -0.2451    455.03956164     -2.8654   16.7223954532  514.8619
   6946  -0.2441    495.82188429     -2.8381   18.2211181675  515.2750
   6956  -0.2431   1005.90996283     -2.8109   36.9665093038  516.0452
   6966  -0.2421   1256.03768638     -2.7837   46.1585336017  517.2287
   6976  -0.2411   1111.01349228     -2.7565   40.8289927694  518.4227
   6986  -0.2401    982.36116165     -2.7293   36.1011068222  519.4497
   6996  -0.2391    850.99663386     -2.7021   31.2735494680  520.3752
   7006  -0.2381    608.56227680     -2.6749   22.3642511741  521.0886
   7016  -0.2371    485.59460963     -2.6477   17.8452727560  521.6200
   7026  -0.2361    547.47271885     -2.6205   20.1192513275  522.1128
   7036  -0.2351    932.08211027     -2.5932   34.2533857644  522.8595
   7046  -0.2341   1062.18158430     -2.5660   39.0344532505  523.9086
   7056  -0.2331    962.88614689     -2.5388   35.3854132307  524.8929
   7066  -0.2321   1498.46069133     -2.5116   55.0674147134  526.0939
   7076  -0.2311   1995.30497856     -2.4844   73.3261054960  527.9328
   7086  -0.2301   1603.17952295     -2.4572   58.9157607942  529.7594
   7096  -0.2291   1464.15034648     -2.4300   53.8065327963  531.2066
   7106  -0.2281   2114.89917284     -2.4028   77.7211110719  533.0092
   7116  -0.2271   2200.87149001     -2.3756   80.8805354536  535.2599
   7126  -0.2261   1704.27948854     -2.3483   62.6311160015  537.1847
   7136  -0.2251   1304.20776405     -2.3211   47.9287513050  538.6786
   7146  -0.2241    631.02243837     -2.2939   23.1896468878  539.6283
   7156  -0.2231    141.26805878     -2.2667    5.1915054053  539.9513
   7166  -0.2221     92.22866875     -2.2395    3.3893410619  540.0348
   7176  -0.2211    391.35086622     -2.2123   14.3818790666  540.2654
   7186  -0.2201    757.39174912     -2.1851   27.8336334015  540.8809
   7196  -0.2191    645.80732171     -2.1579   23.7329813288  541.6158
   7206  -0.2181    514.10028275     -2.1307   18.8928369215  542.1535
   7216  -0.2171    973.47134615     -2.1034   35.7744121283  542.8669
   7226  -0.2161   2011.64442539     -2.0762   73.9265690917  544.3744
   7236  -0.2151   2950.01992086     -2.0490  108.4112324963  546.9680
   7246  -0.2141   2619.91034418     -2.0218   96.2799293096  549.8535
   7256  -0.2131   1456.46150615     -1.9946   53.5239731260  551.8482
   7266  -0.2121    585.36346096     -1.9674   21.5117104166  552.7697
   7276  -0.2111    625.18562605     -1.9402   22.9751479912  553.2895
   7286  -0.2101   1365.09949782     -1.9130   50.1664812473  554.3137
   7296  -0.2091   1456.58705857     -1.8857   53.5285870921  555.8219
   7306  -0.2081   1004.73918852     -1.8585   36.9234841414  557.0100
   7316  -0.2071   1071.48737061     -1.8313   39.3764345897  558.0184
   7326  -0.2061    961.35002898     -1.8041   35.3289619387  559.0800
   7336  -0.2051    432.48433550     -1.7769   15.8935061813  559.7563
   7346  -0.2041    163.75568339     -1.7497    6.0179103670  559.9998
   7356  -0.2031    501.22105428     -1.7225   18.4195340049  560.2910
   7366  -0.2021   1460.12780516     -1.6953   53.6587071293  561.2880
   7376  -0.2011   2222.51258527     -1.6681   81.6758310356  563.2303
   7386  -0.2001   2132.85365252     -1.6408   78.3809260298  565.4618
   7396  -0.1991   1812.97897869     -1.6136   66.6257485854  567.4007
   7406  -0.1981   1820.97813029     -1.5864   66.9197119850  569.1951
   7416  -0.1971   1809.71147433     -1.5592   66.5056700151  571.0349
   7426  -0.1961   1452.18196081     -1.5320   53.3667027354  572.6720
   7436  -0.1951    982.19682357     -1.5048   36.0950675094  573.8599
   7446  -0.1941    786.43081622     -1.4776   28.9007994342  574.6925
   7456  -0.1931   1349.67352936     -1.4504   49.5995873624  575.7140
   7466  -0.1921   2210.86697621     -1.4232   81.2478627964  577.5871
   7476  -0.1911   1812.47376292     -1.3959   66.6071822485  579.6962
   7486  -0.1901    960.44004467     -1.3687   35.2955206320  580.9944
   7496  -0.1891    903.93610360     -1.3415   33.2190390973  581.8648
   7506  -0.1881   1271.59189530     -1.3143   46.7301402365  582.9501
   7516  -0.1871   1884.99811552     -1.2871   69.2724030479  584.5457
   7526  -0.1861   2236.39332726     -1.2599   82.1859388950  586.6856
   7536  -0.1851   1666.23992064     -1.2327   61.2331876655  588.6774
   7546  -0.1841    936.74485104     -1.2055   34.4247383271  589.8967
   7556  -0.1831    970.78150572     -1.1783   35.6755623157  590.7944
   7566  -0.1821   1377.58732254     -1.1510   50.6254003412  591.9780
   7576  -0.1811   1758.97762885     -1.1238   64.6412355824  593.5884
   7586  -0.1801   1588.23070100     -1.0966   58.3664017201  595.3058
   7596  -0.1791   1139.43834718     -1.0694   41.8735869198  596.6443
   7606  -0.1781    708.60665708     -1.0422   26.0408143369  597.5473
   7616  -0.1771    556.22916725     -1.0150   20.4410448708  598.1198
   7626  -0.1761   1076.48498449     -0.9878   39.5600935124  598.9237
   7636  -0.1751   1406.17602988     -0.9606   51.6760159577  600.2495
   7646  -0.1741    864.42230900     -0.9334   31.7669339294  601.4099
   7656  -0.1731    268.59391574     -0.9061    9.8706443439  601.9092
   7666  -0.1721    312.73280500     -0.8789   11.4927186059  602.1400
   7676  -0.1711   1038.83961530     -0.8517   38.1766517116  602.8134
   7686  -0.1701   1540.93500622     -0.8245   56.6283169953  604.2069
   7696  -0.1691   1151.64089849     -0.7973   42.3220224094  605.5640
   7706  -0.1681   1380.71125683     -0.7701   50.7402028088  606.7308
   7716  -0.1671   2441.56180968     -0.7429   89.7257415558  608.6988
   7726  -0.1661   2615.59014225     -0.7157   96.1211648169  611.3510
   7736  -0.1651   1712.69214413     -0.6884   62.9402753925  613.5221
   7746  -0.1641    668.21330628     -0.6612   24.5563860746  614.6342
   7756  -0.1631    197.21574368     -0.6340    7.2475449028  614.9837
   7766  -0.1621    391.36910521     -0.6068   14.3825493371  615.2407
   7776  -0.1611    890.71382737     -0.5796   32.7331294082  615.9106
   7786  -0.1601    967.35443741     -0.5524   35.5496198786  616.8995
   7796  -0.1591    573.40031495     -0.5252   21.0720729096  617.6605
   7806  -0.1581    518.28863209     -0.4980   19.0467559205  618.1413
   7816  -0.1571   1222.54091743     -0.4708   44.9275500476  619.0042
   7826  -0.1561   1782.94277996     -0.4435   65.5219386414  620.5934
   7836  -0.1551   1876.51224147     -0.4163   68.9605529282  622.4275
   7846  -0.1541   2125.87152997     -0.3891   78.1243377588  624.4409
   7856  -0.1531   2037.30206635     -0.3619   74.8694700056  626.5574
   7866  -0.1521   1875.68469842     -0.3347   68.9301412822  628.4740
   7876  -0.1511   2265.85558168     -0.3075   83.2686567746  630.5236
   7886  -0.1501   2464.13173996     -0.2803   90.5551711952  632.9789
   7896  -0.1491   1508.15227856     -0.2531   55.4235739746  634.9905
   7906  -0.1481    614.20010275     -0.2259   22.5714374563  635.9309
   7916  -0.1471    743.57565452     -0.1986   27.3259012899  636.5475
   7926  -0.1461   1154.18666002     -0.1714   42.4155774201  637.5355
   7936  -0.1451   1226.77537196     -0.1442   45.0831633813  638.7537
   7946  -0.1441   1263.22543092     -0.1170   46.4226783413  639.9843
   7956  -0.1431   1423.91101077     -0.0898   52.3277644843  641.3418
   7966  -0.1421   1501.14881129     -0.0626   55.1662012998  642.7960
   7976  -0.1411   2123.50338789     -0.0354   78.0373101427  644.5837
   7986  -0.1401   2704.78819719     -0.0082   99.3991328754  647.0956
   7996  -0.1391   2210.59792426      0.0190   81.2379753195  649.6145
   8006  -0.1381   1117.00743003      0.0463   41.0492659189  651.2332
   8016  -0.1371    316.85495275      0.0735   11.6442047416  651.8602
   8026  -0.1361    138.98018245      0.1007    5.1074275009  652.0309
   8036  -0.1351    530.16747774      0.1279   19.4832954464  652.3392
   8046  -0.1341   1206.08578401      0.1551   44.3228350479  653.2528
   8056  -0.1331   1268.54623325      0.1823   46.6182142203  654.5676
   8066  -0.1321    795.95427887      0.2095   29.2507802313  655.5768
   8076  -0.1311    890.26548870      0.2367   32.7166532662  656.3387
   8086  -0.1301   1952.27306557      0.2640   71.7447118615  657.7629
   8096  -0.1291   2707.37537114      0.2912   99.4942097643  660.2300
   8106  -0.1281   2140.09509307      0.3184   78.6470440618  662.7098
   8116  -0.1271   1342.26311618      0.3456   49.3272597008  664.3767
   8126  -0.1261    960.90172730      0.3728   35.3124871559  665.4842
   8136  -0.1251    865.39984239      0.4000   31.8028576188  666.3688
   8146  -0.1241    846.47891112      0.4272   31.1075262198  667.2385
   8156  -0.1231    716.74322547      0.4544   26.3398277101  668.0041
   8166  -0.1221    803.97113187      0.4816   29.5453941452  668.7604
