  No.   E(hr.)        dos(hr.)         E(eV)          dos(eV)              sum
   3766  -0.57210      0.0000000000    -11.866277      0.0000000000       10.0000000000
   3776  -0.57110      0.0000000000    -11.839066      0.0000000000       10.0000000000
   3786  -0.57010      0.0000000000    -11.811855      0.0000000000       10.0000000000
   3796  -0.56910      0.0000000000    -11.784643      0.0000000000       10.0000000000
   3806  -0.56810      0.0000000000    -11.757432      0.0000000000       10.0000000000
   3816  -0.56710      0.0000000000    -11.730220      0.0000000000       10.0000000000
   3826  -0.56610      0.0000000000    -11.703009      0.0000000000       10.0000000000
   3836  -0.56510      0.0000000000    -11.675798      0.0000000000       10.0000000000
   3846  -0.56410      0.0000000000    -11.648586      0.0000000000       10.0000000000
   3856  -0.56310      0.0000000000    -11.621375      0.0000000000       10.0000000000
   3866  -0.56210      0.0000000000    -11.594163      0.0000000000       10.0000000000
   3876  -0.56110      0.0000000000    -11.566952      0.0000000000       10.0000000000
   3886  -0.56010      0.0000000000    -11.539741      0.0000000000       10.0000000000
   3896  -0.55910      0.0000000000    -11.512529      0.0000000000       10.0000000000
   3906  -0.55810      0.0000000000    -11.485318      0.0000000000       10.0000000000
   3916  -0.55710      0.0000000000    -11.458106      0.0000000000       10.0000000000
   3926  -0.55610      0.0000000000    -11.430895      0.0000000000       10.0000000000
   3936  -0.55510      0.0000000000    -11.403684      0.0000000000       10.0000000000
   3946  -0.55410      0.0000000000    -11.376472      0.0000000000       10.0000000000
   3956  -0.55310      0.0000000000    -11.349261      0.0000000000       10.0000000000
   3966  -0.55210      0.0000000000    -11.322049      0.0000000000       10.0000000000
   3976  -0.55110      0.0000000000    -11.294838      0.0000000000       10.0000000000
   3986  -0.55010      0.0000000000    -11.267627      0.0000000000       10.0000000000
   3996  -0.54910      0.0000000000    -11.240415      0.0000000000       10.0000000000
   4006  -0.54810      0.0000000000    -11.213204      0.0000000000       10.0000000000
   4016  -0.54710      0.0000000000    -11.185992      0.0000000000       10.0000000000
   4026  -0.54610      0.0000000000    -11.158781      0.0000000000       10.0000000000
   4036  -0.54510      0.0000000000    -11.131570      0.0000000000       10.0000000000
   4046  -0.54410      0.0000000000    -11.104358      0.0000000000       10.0000000000
   4056  -0.54310      0.0000000000    -11.077147      0.0000000000       10.0000000000
   4066  -0.54210      0.0000000000    -11.049935      0.0000000000       10.0000000000
   4076  -0.54110      0.0000000000    -11.022724      0.0000000000       10.0000000000
   4086  -0.54010      0.0000000000    -10.995513      0.0000000000       10.0000000000
   4096  -0.53910      0.0000000000    -10.968301      0.0000000000       10.0000000000
   4106  -0.53810      0.0000000000    -10.941090      0.0000000000       10.0000000000
   4116  -0.53710      0.0000000000    -10.913878      0.0000000000       10.0000000000
   4126  -0.53610      0.0000000000    -10.886667      0.0000000000       10.0000000000
   4136  -0.53510      0.0000000000    -10.859456      0.0000000000       10.0000000000
   4146  -0.53410      0.0000000000    -10.832244      0.0000000000       10.0000000000
   4156  -0.53310      0.0000000000    -10.805033      0.0000000000       10.0000000000
   4166  -0.53210      0.0000000000    -10.777821      0.0000000000       10.0000000000
   4176  -0.53110      0.0000000000    -10.750610      0.0000000000       10.0000000000
   4186  -0.53010      0.0000000000    -10.723399      0.0000000000       10.0000000000
   4196  -0.52910      0.0000000114    -10.696187      0.0000000004       10.0000000000
   4206  -0.52810      0.0000052736    -10.668976      0.0000001938       10.0000000012
   4216  -0.52710      0.0009231523    -10.641765      0.0000339252       10.0000002392
   4226  -0.52610      0.0615019408    -10.614553      0.0022601538       10.0000188370
   4236  -0.52510      1.5749968586    -10.587342      0.0578800459       10.0005978626
   4246  -0.52410     15.6865643077    -10.560130      0.5764703958       10.0079259906
   4256  -0.52310     61.4856894500    -10.532919      2.2595565884       10.0463978938
   4266  -0.52210     95.7154367418    -10.505708      3.5174761418       10.1315979155
   4276  -0.52110     59.3778413830    -10.478496      2.1820946289       10.2119349258
   4286  -0.52010     14.6257030903    -10.451285      0.5374844793       10.2441649078
   4296  -0.51910      1.4171794881    -10.424073      0.0520803666       10.2496087086
   4306  -0.51810      0.0533823763    -10.396862      0.0019617654       10.2499891040
   4316  -0.51710      0.0009901282    -10.369651      0.0000363865       10.2499999322
   4326  -0.51610      0.0193420872    -10.342439      0.0007108083       10.2500056094
   4336  -0.51510      0.6586739489    -10.315228      0.0242058123       10.2502330289
   4346  -0.51410      8.6939817240    -10.288016      0.3194978191       10.2539938492
   4356  -0.51310     45.0074561889    -10.260805      1.6539929058       10.2796406947
   4366  -0.51210     92.3279491913    -10.233594      3.3929883157       10.3530946227
   4376  -0.51110     75.4557954206    -10.206382      2.7729483267       10.4425062457
   4386  -0.51010     24.5291403295    -10.179171      0.9014289526       10.4888733765
   4396  -0.50910      3.1468725364    -10.151959      0.1156453906       10.4990378547
   4406  -0.50810      0.1575124440    -10.124748      0.0057884734       10.4999649926
   4416  -0.50710      0.0030394890    -10.097537      0.0001116991       10.4999994841
   4426  -0.50610      0.0000223757    -10.070325      0.0000008223       10.4999999970
   4436  -0.50510      0.0000000623    -10.043114      0.0000000023       10.5000000000
   4446  -0.50410      0.0000000001    -10.015902      0.0000000000       10.5000000000
   4456  -0.50310      0.0000000000     -9.988691      0.0000000000       10.5000000000
   4466  -0.50210      0.0000000000     -9.961480      0.0000000000       10.5000000000
   4476  -0.50110      0.0000000000     -9.934268      0.0000000000       10.5000000000
   4486  -0.50010      0.0000000006     -9.907057      0.0000000000       10.5000000000
   4496  -0.49910      0.0000004709     -9.879845      0.0000000173       10.5000000001
   4506  -0.49810      0.0001375060     -9.852634      0.0000050532       10.5000000331
   4516  -0.49710      0.0152141541     -9.825423      0.0005591096       10.5000042467
   4526  -0.49610      0.6435175079     -9.798211      0.0236488236       10.5002166529
   4536  -0.49510     10.5194707774     -9.771000      0.3865832800       10.5045227299
   4546  -0.49410     67.2638414453     -9.743788      2.4718996804       10.5403569960
   4556  -0.49310    170.0916905213     -9.716577      6.2507520593       10.6651321755
   4566  -0.49210    171.2454189533     -9.689366      6.2931507817       10.8494272435
   4576  -0.49110     68.6455103714     -9.662154      2.5226750584       10.9654387110
   4586  -0.49010     10.8840260716     -9.634943      0.3999804351       10.9963896150
   4596  -0.48910      0.6984377181     -9.607731      0.0256671034       10.9998463331
   4606  -0.48810      0.7758198634     -9.580520      0.0285108437       11.0002687218
   4616  -0.48710      9.5920243282     -9.553309      0.3525002641       11.0044700105
   4626  -0.48610     47.5290252732     -9.526097      1.7466588267       11.0319450791
   4636  -0.48510     93.3608667761     -9.498886      3.4309473230       11.1075137468
   4646  -0.48410     73.0667320549     -9.471674      2.6851518993       11.1958810337
   4656  -0.48310     22.7404114076     -9.444463      0.8356944011       11.2398975598
   4666  -0.48210      2.7917314156     -9.417252      0.1025941999       11.2491603550
   4676  -0.48110      0.1336409666     -9.390040      0.0049112131       11.2499707006
   4686  -0.48010      0.0024650323     -9.362829      0.0000905882       11.2499995865
   4696  -0.47910      0.0000173382     -9.335617      0.0000006372       11.2499999977
   4706  -0.47810      0.0000000461     -9.308406      0.0000000017       11.2500000000
   4716  -0.47710      0.0000000000     -9.281195      0.0000000000       11.2500000000
   4726  -0.47610      0.0000000006     -9.253983      0.0000000000       11.2500000000
   4736  -0.47510      0.0000004643     -9.226772      0.0000000171       11.2500000001
   4746  -0.47410      0.0001358624     -9.199561      0.0000049928       11.2500000327
   4756  -0.47310      0.0150647740     -9.172349      0.0005536200       11.2500042035
   4766  -0.47210      0.6385837801     -9.145138      0.0234675125       11.2502148880
   4776  -0.47110     10.4615807206     -9.117926      0.3844558604       11.2544949106
   4786  -0.47010     67.0399006561     -9.090715      2.4636700111       11.2901855236
   4796  -0.46910    169.8977309618     -9.063504      6.2436241796       11.4147143551
   4806  -0.46810    171.4298098309     -9.036292      6.2999270190       11.5990221465
   4816  -0.46710     68.8747480566     -9.009081      2.5310993849       11.7152824687
   4826  -0.46610     10.9453861965     -8.981869      0.4022353773       11.7463657391
   4836  -0.46510      0.6805504788     -8.954658      0.0250097597       11.7498380926
   4846  -0.46410      0.0163573640     -8.927447      0.0006011218       11.7499970568
   4856  -0.46310      0.0001503289     -8.900235      0.0000055245       11.7499999788
   4866  -0.46210      0.0000005237     -8.873024      0.0000000192       11.7499999999
   4876  -0.46110      0.0000000622     -8.845812      0.0000000023       11.7500000000
   4886  -0.46010      0.0000221299     -8.818601      0.0000008133       11.7500000052
   4896  -0.45910      0.0030120673     -8.791390      0.0001106914       11.7500008122
   4906  -0.45810      0.1563979157     -8.764178      0.0057475153       11.7500503788
   4916  -0.45710      3.1306685116     -8.736967      0.1150499039       11.7512695708
   4926  -0.45610     24.4495752203     -8.709755      0.8985049898       11.7635253824
   4936  -0.45510     75.3535248391     -8.682544      2.7691899535       11.8148799885
   4946  -0.45410     92.3765290452     -8.655333      3.3947735918       11.9059517635
   4956  -0.45310     45.1161675501     -8.628121      1.6579879732       11.9747732448
   4966  -0.45210      8.7315858509     -8.600910      0.3208797448       11.9968595488
   4976  -0.45110      0.6627991457     -8.573698      0.0243574105       11.9998316833
   4986  -0.45010      0.0194969629     -8.546487      0.0007164999       11.9999962915
   4996  -0.44910      0.0002197580     -8.519276      0.0000080760       11.9999999674
   5006  -0.44810      0.0000009403     -8.492064      0.0000000346       11.9999999999
   5016  -0.44710      0.0000000015     -8.464853      0.0000000001       12.0000000000
   5026  -0.44610      0.0000000000     -8.437641      0.0000000000       12.0000000000
   5036  -0.44510      0.0000000000     -8.410430      0.0000000000       12.0000000000
   5046  -0.44410      0.0000000000     -8.383219      0.0000000000       12.0000000000
   5056  -0.44310      0.0000000000     -8.356007      0.0000000000       12.0000000000
   5066  -0.44210      0.0000000000     -8.328796      0.0000000000       12.0000000000
   5076  -0.44110      0.0000000000     -8.301584      0.0000000000       12.0000000000
   5086  -0.44010      0.0000000000     -8.274373      0.0000000000       12.0000000000
   5096  -0.43910      0.0000000000     -8.247162      0.0000000000       12.0000000000
   5106  -0.43810      0.0000000000     -8.219950      0.0000000000       12.0000000000
   5116  -0.43710      0.0000000000     -8.192739      0.0000000000       12.0000000000
   5126  -0.43610      0.0000000000     -8.165527      0.0000000000       12.0000000000
   5136  -0.43510      0.0000000000     -8.138316      0.0000000000       12.0000000000
   5146  -0.43410      0.0000000000     -8.111105      0.0000000000       12.0000000000
   5156  -0.43310      0.0000000000     -8.083893      0.0000000000       12.0000000000
   5166  -0.43210      0.0000000000     -8.056682      0.0000000000       12.0000000000
   5176  -0.43110      0.0000000000     -8.029470      0.0000000000       12.0000000000
   5186  -0.43010      0.0000000000     -8.002259      0.0000000000       12.0000000000
   5196  -0.42910      0.0000000000     -7.975048      0.0000000000       12.0000000000
   5206  -0.42810      0.0000000000     -7.947836      0.0000000000       12.0000000000
   5216  -0.42710      0.0000000000     -7.920625      0.0000000000       12.0000000000
   5226  -0.42610      0.0000000000     -7.893414      0.0000000000       12.0000000000
   5236  -0.42510      0.0000000000     -7.866202      0.0000000000       12.0000000000
   5246  -0.42410      0.0000000000     -7.838991      0.0000000000       12.0000000000
   5256  -0.42310      0.0000000000     -7.811779      0.0000000000       12.0000000000
   5266  -0.42210      0.0000000000     -7.784568      0.0000000000       12.0000000000
   5276  -0.42110      0.0000000000     -7.757357      0.0000000000       12.0000000000
   5286  -0.42010      0.0000000000     -7.730145      0.0000000000       12.0000000000
   5296  -0.41910      0.0000000000     -7.702934      0.0000000000       12.0000000000
   5306  -0.41810      0.0000000000     -7.675722      0.0000000000       12.0000000000
   5316  -0.41710      0.0000000001     -7.648511      0.0000000000       12.0000000000
   5326  -0.41610      0.0000000615     -7.621300      0.0000000023       12.0000000000
   5336  -0.41510      0.0000221380     -7.594088      0.0000008136       12.0000000052
   5346  -0.41410      0.0030129667     -7.566877      0.0001107244       12.0000008124
   5356  -0.41310      0.1564345102     -7.539665      0.0057488601       12.0000503913
   5366  -0.41210      3.1312011081     -7.512454      0.1150694764       12.0012698094
   5376  -0.41110     24.4521933516     -7.485243      0.8986012043       12.0135271635
   5386  -0.41010     75.3568958683     -7.458031      2.7693138365       12.0648852338
   5396  -0.40910     92.3749341710     -7.430820      3.3947149812       12.1559579053
   5406  -0.40810     45.1125853993     -7.403608      1.6578563316       12.2247761075
   5416  -0.40710      8.7303451972     -7.376397      0.3208341516       12.2468600770
   5426  -0.40610      0.6626629002     -7.349186      0.0243524035       12.2498317215
   5436  -0.40510      0.0194917019     -7.321974      0.0007163066       12.2499962926
   5446  -0.40410      0.0002196844     -7.294763      0.0000080733       12.2499999674
   5456  -0.40310      0.0000009419     -7.267551      0.0000000346       12.2499999999
   5466  -0.40210      0.0000012864     -7.240340      0.0000000473       12.2500000003
   5476  -0.40110      0.0003193471     -7.213129      0.0000117358       12.2500000786
   5486  -0.40010      0.0301207331     -7.185917      0.0011069161       12.2500086455
   5496  -0.39910      1.0880723985     -7.158706      0.0399859086       12.2503796739
   5506  -0.39810     15.2228496553     -7.131494      0.5594292028       12.2568646796
   5516  -0.39710     83.4862122219     -7.104283      3.0680605935       12.3035562742
   5526  -0.39610    181.3697142360     -7.077072      6.6652116355       12.4446262233
   5536  -0.39510    156.9784861122     -7.049860      5.7688508611       12.6257114106
   5546  -0.39410     54.0696277522     -7.022649      1.9870214470       12.7247720950
   5556  -0.39310      7.3557287199     -6.995437      0.2703179462       12.7477004625
   5566  -0.39210      0.3907931465     -6.968226      0.0143613780       12.7499115271
   5576  -0.39110      0.0080114975     -6.941015      0.0002944170       12.7499986184
   5586  -0.39010      0.0000627068     -6.913803      0.0000023044       12.7499999915
   5596  -0.38910      0.0000001858     -6.886592      0.0000000068       12.7500000000
   5606  -0.38810      0.0000000002     -6.859380      0.0000000000       12.7500000000
   5616  -0.38710      0.0000000000     -6.832169      0.0000000000       12.7500000000
   5626  -0.38610      0.0000000000     -6.804958      0.0000000000       12.7500000000
   5636  -0.38510      0.0000000000     -6.777746      0.0000000000       12.7500000000
   5646  -0.38410      0.0000000000     -6.750535      0.0000000000       12.7500000000
   5656  -0.38310      0.0000000000     -6.723323      0.0000000000       12.7500000000
   5666  -0.38210      0.0000000000     -6.696112      0.0000000000       12.7500000000
   5676  -0.38110      0.0000000000     -6.668901      0.0000000000       12.7500000000
   5686  -0.38010      0.0000000000     -6.641689      0.0000000000       12.7500000000
   5696  -0.37910      0.0000000000     -6.614478      0.0000000000       12.7500000000
   5706  -0.37810      0.0000000007     -6.587266      0.0000000000       12.7500000000
   5716  -0.37710      0.0000004962     -6.560055      0.0000000182       12.7500000001
   5726  -0.37610      0.0001286504     -6.532844      0.0000047278       12.7500000315
   5736  -0.37510      0.0126509560     -6.505632      0.0004649139       12.7500036044
   5746  -0.37410      0.4761583227     -6.478421      0.0174984892       12.7501645853
   5756  -0.37310      6.9362220781     -6.451210      0.2549013671       12.7530886556
   5766  -0.37210     39.5801584835     -6.423998      1.4545434665       12.7749451443
   5776  -0.37110     89.4180819391     -6.396787      3.2860527055       12.8434422147
   5786  -0.37010     80.4589639650     -6.369575      2.9568113125       12.9346008728
   5796  -0.36910     28.8116375484     -6.342364      1.0588077653       12.9862978058
   5806  -0.36810      4.0759014743     -6.315153      0.1497865619       12.9987066687
   5816  -0.36710      0.2252519026     -6.287941      0.0082778517       12.9999483756
   5826  -0.36610      0.0048049215     -6.260730      0.0001765775       12.9999991627
   5836  -0.36510      0.0000391407     -6.233518      0.0000014384       12.9999999946
   5846  -0.36410      0.0000001207     -6.206307      0.0000000044       13.0000000000
   5856  -0.36310      0.0000000001     -6.179096      0.0000000000       13.0000000000
   5866  -0.36210      0.0000000000     -6.151884      0.0000000000       13.0000000000
   5876  -0.36110      0.0000000001     -6.124673      0.0000000000       13.0000000000
   5886  -0.36010      0.0000001120     -6.097461      0.0000000041       13.0000000000
   5896  -0.35910      0.0000408446     -6.070250      0.0000015010       13.0000000095
   5906  -0.35810      0.0056375307     -6.043039      0.0002071754       13.0000015166
   5916  -0.35710      0.2968513328     -6.015827      0.0109090813       13.0000953414
   5926  -0.35610      6.0259888987     -5.988616      0.2214509269       13.0024341691
   5936  -0.35510     47.7241147505     -5.961404      1.7538282302       13.0262572233
   5946  -0.35410    149.1582573462     -5.934193      5.4814628593       13.1273933325
   5956  -0.35310    185.4454783872     -5.906982      6.8149931508       13.3090973164
   5966  -0.35210     91.8709253146     -5.879770      3.3761930041       13.4482218200
   5976  -0.35110     18.0407356265     -5.852559      0.6629845645       13.4934715450
   5986  -0.35010      1.3899768994     -5.825347      0.0510806903       13.4996452418
   5996  -0.34910      0.0415156026     -5.798136      0.0015256697       13.4999920694
   6006  -0.34810      0.0004752846     -5.770925      0.0000174664       13.4999999293
   6016  -0.34710      0.0000020662     -5.743713      0.0000000759       13.4999999998
   6026  -0.34610      0.0000000034     -5.716502      0.0000000001       13.5000000000
   6036  -0.34510      0.0000000000     -5.689290      0.0000000000       13.5000000000
   6046  -0.34410      0.0000000000     -5.662079      0.0000000000       13.5000000000
   6056  -0.34310      0.0000000000     -5.634868      0.0000000000       13.5000000000
   6066  -0.34210      0.0000000000     -5.607656      0.0000000000       13.5000000000
   6076  -0.34110      0.0000000000     -5.580445      0.0000000000       13.5000000000
   6086  -0.34010      0.0000000000     -5.553233      0.0000000000       13.5000000000
   6096  -0.33910      0.0000000000     -5.526022      0.0000000000       13.5000000000
   6106  -0.33810      0.0000000000     -5.498811      0.0000000000       13.5000000000
   6116  -0.33710      0.0000000000     -5.471599      0.0000000000       13.5000000000
   6126  -0.33610      0.0000000000     -5.444388      0.0000000000       13.5000000000
   6136  -0.33510      0.0000000000     -5.417176      0.0000000000       13.5000000000
   6146  -0.33410      0.0000000000     -5.389965      0.0000000000       13.5000000000
   6156  -0.33310      0.0000000000     -5.362754      0.0000000000       13.5000000000
   6166  -0.33210      0.0000000000     -5.335542      0.0000000000       13.5000000000
   6176  -0.33110      0.0000000000     -5.308331      0.0000000000       13.5000000000
   6186  -0.33010      0.0000000000     -5.281119      0.0000000000       13.5000000000
   6196  -0.32910      0.0000000000     -5.253908      0.0000000000       13.5000000000
   6206  -0.32810      0.0000000000     -5.226697      0.0000000000       13.5000000000
   6216  -0.32710      0.0000000000     -5.199485      0.0000000000       13.5000000000
   6226  -0.32610      0.0000000000     -5.172274      0.0000000000       13.5000000000
   6236  -0.32510      0.0000000000     -5.145062      0.0000000000       13.5000000000
   6246  -0.32410      0.0000000000     -5.117851      0.0000000000       13.5000000000
   6256  -0.32310      0.0000000000     -5.090640      0.0000000000       13.5000000000
   6266  -0.32210      0.0000000000     -5.063428      0.0000000000       13.5000000000
   6276  -0.32110      0.0000000000     -5.036217      0.0000000000       13.5000000000
   6286  -0.32010      0.0000000000     -5.009006      0.0000000000       13.5000000000
   6296  -0.31910      0.0000000000     -4.981794      0.0000000000       13.5000000000
   6306  -0.31810      0.0000000000     -4.954583      0.0000000000       13.5000000000
   6316  -0.31710      0.0000000000     -4.927371      0.0000000000       13.5000000000
   6326  -0.31610      0.0000000000     -4.900160      0.0000000000       13.5000000000
   6336  -0.31510      0.0000000000     -4.872949      0.0000000000       13.5000000000
   6346  -0.31410      0.0000000000     -4.845737      0.0000000000       13.5000000000
   6356  -0.31310      0.0000000000     -4.818526      0.0000000000       13.5000000000
   6366  -0.31210      0.0000000000     -4.791314      0.0000000000       13.5000000000
   6376  -0.31110      0.0000000001     -4.764103      0.0000000000       13.5000000000
   6386  -0.31010      0.0000001277     -4.736892      0.0000000047       13.5000000000
   6396  -0.30910      0.0000410474     -4.709680      0.0000015085       13.5000000098
   6406  -0.30810      0.0049953544     -4.682469      0.0001835758       13.5000013721
   6416  -0.30710      0.2321717621     -4.655257      0.0085321518       13.5000765696
   6426  -0.30610      4.1655351607     -4.628046      0.1530805379       13.5017426029
   6436  -0.30510     29.1990296618     -4.600835      1.0730441577       13.5168637897
   6446  -0.30410     80.8661061666     -4.573623      2.9717735070       13.5741902529
   6456  -0.30310     89.1304275278     -4.546412      3.2754816047       13.6662873486
   6466  -0.30210     39.1269264287     -4.519200      1.4378875017       13.7293442461
   6476  -0.30110      6.7996131274     -4.491989      0.2498810825       13.7476600875
   6486  -0.30010      0.4628383457     -4.464778      0.0170089893       13.7498866172
   6496  -0.29910      0.0121919080     -4.437566      0.0004480442       13.7499977508
   6506  -0.29810      0.0001229108     -4.410355      0.0000045169       13.7499999823
   6516  -0.29710      0.0000004699     -4.383143      0.0000000173       13.7499999999
   6526  -0.29610      0.0000000007     -4.355932      0.0000000000       13.7500000000
   6536  -0.29510      0.0000000000     -4.328721      0.0000000000       13.7500000000
   6546  -0.29410      0.0000000000     -4.301509      0.0000000000       13.7500000000
   6556  -0.29310      0.0000000000     -4.274298      0.0000000000       13.7500000000
   6566  -0.29210      0.0000000000     -4.247086      0.0000000000       13.7500000000
   6576  -0.29110      0.0000000000     -4.219875      0.0000000000       13.7500000000
   6586  -0.29010      0.0000000000     -4.192664      0.0000000000       13.7500000000
   6596  -0.28910      0.0000000000     -4.165452      0.0000000000       13.7500000000
   6606  -0.28810      0.0000000000     -4.138241      0.0000000000       13.7500000000
   6616  -0.28710      0.0000000000     -4.111029      0.0000000000       13.7500000000
   6626  -0.28610      0.0000000000     -4.083818      0.0000000000       13.7500000000
   6636  -0.28510      0.0000000000     -4.056607      0.0000000000       13.7500000000
   6646  -0.28410      0.0000000000     -4.029395      0.0000000000       13.7500000000
   6656  -0.28310      0.0000000000     -4.002184      0.0000000000       13.7500000000
   6666  -0.28210      0.0000000000     -3.974972      0.0000000000       13.7500000000
   6676  -0.28110      0.0000000000     -3.947761      0.0000000000       13.7500000000
   6686  -0.28010      0.0000000000     -3.920550      0.0000000000       13.7500000000
   6696  -0.27910      0.0000000012     -3.893338      0.0000000000       13.7500000000
   6706  -0.27810      0.0000007816     -3.866127      0.0000000287       13.7500000002
   6716  -0.27710      0.0001882575     -3.838915      0.0000069183       13.7500000465
   6726  -0.27610      0.0172099010     -3.811704      0.0006324520       13.7500049675
   6736  -0.27510      0.6026389671     -3.784493      0.0221465655       13.7502118205
   6746  -0.27410      8.1746827712     -3.757281      0.3004139415       13.7537226239
   6756  -0.27310     43.4765083317     -3.730070      1.5977316302       13.7782806533
   6766  -0.27210     91.6042617584     -3.702858      3.3663933028       13.8503931701
   6776  -0.27110     76.8883340221     -3.675647      2.8255931301       13.9403697483
   6786  -0.27010     25.6742658561     -3.648436      0.9435115242       13.9882018311
   6796  -0.26910      3.3843140568     -3.621224      0.1243712024       13.9989546390
   6806  -0.26810      0.1741144989     -3.594013      0.0063985875       13.9999609739
   6816  -0.26710      0.0034545659     -3.566802      0.0001269529       13.9999994094
   6826  -0.26610      0.0000261554     -3.539590      0.0000009612       13.9999999965
   6836  -0.26510      0.0000000749     -3.512379      0.0000000028       14.0000000000
   6846  -0.26410      0.0000000001     -3.485167      0.0000000000       14.0000000000
   6856  -0.26310      0.0000000000     -3.457956      0.0000000000       14.0000000000
   6866  -0.26210      0.0000000100     -3.430745      0.0000000004       14.0000000000
   6876  -0.26110      0.0000047260     -3.403533      0.0000001737       14.0000000011
   6886  -0.26010      0.0008429985     -3.376322      0.0000309796       14.0000002178
   6896  -0.25910      0.0572175854     -3.349110      0.0021027067       14.0000174613
   6906  -0.25810      1.4925037601     -3.321899      0.0548484816       14.0005638729
   6916  -0.25710     15.1375789144     -3.294688      0.5562955620       14.0075994715
   6926  -0.25610     60.4091179998     -3.267476      2.2199933317       14.0451637936
   6936  -0.25510     95.7312228084     -3.240265      3.5180562688       14.1297462156
   6946  -0.25410     60.4560499174     -3.213053      2.2217180473       14.2108284907
   6956  -0.25310     15.1611957528     -3.185842      0.5571634645       14.2439026617
   6966  -0.25210      1.4960188716     -3.158631      0.0549776595       14.2495842861
   6976  -0.25110      0.0579919317     -3.131419      0.0021311634       14.2499883693
   6986  -0.25010      0.0505126223     -3.104208      0.0018563040       14.2500144349
   6996  -0.24910      1.5931368002     -3.076996      0.0585466762       14.2505717528
   7006  -0.24810     19.8183630967     -3.049785      0.7283111454       14.2592810327
   7016  -0.24710     96.7677767342     -3.022574      3.5561489091       14.3154915707
   7026  -0.24610    187.3316205269     -2.995362      6.8843075708       14.4680083767
   7036  -0.24510    144.4983397537     -2.968151      5.3102141087       14.6439714990
   7046  -0.24410     44.3213335862     -2.940939      1.6287783744       14.7304457018
   7056  -0.24310      5.3616692905     -2.913728      0.1970376404       14.7483961752
   7066  -0.24210      0.2528756046     -2.886517      0.0092930037       14.7499448097
   7076  -0.24110      0.0045947994     -2.859305      0.0001688557       14.7499992322
   7086  -0.24010      0.0000356773     -2.832094      0.0000013111       14.7499999966
   7096  -0.23910      0.0007982459     -2.804882      0.0000293350       14.7500002016
   7106  -0.23810      0.0629722616     -2.777671      0.0023141871       14.7500186739
   7116  -0.23710      1.9063540661     -2.750460      0.0700571943       14.7506938428
   7126  -0.23610     22.3993414459     -2.723248      0.8231603157       14.7606900273
   7136  -0.23510    103.3831923829     -2.696037      3.7992608616       14.8218772032
   7146  -0.23410    189.2868051165     -2.668825      6.9561592530       14.9794848468
   7156  -0.23310    138.1115323389     -2.641614      5.0755033508       15.1521873261
   7166  -0.23210     40.0609864287     -2.614403      1.4722135611       15.2327824443
   7176  -0.23110      4.5804448123     -2.587191      0.1683281808       15.2486579629
   7186  -0.23010      0.2040496762     -2.559980      0.0074986846       15.2499562283
   7196  -0.22910      0.0041194283     -2.532768      0.0001513861       15.2499995824
   7206  -0.22810      0.0447967309     -2.505557      0.0016462489       15.2500134968
   7216  -0.22710      1.2424728097     -2.478346      0.0456600170       15.2504620905
   7226  -0.22610     13.3955758813     -2.451134      0.4922781546       15.2565828832
   7236  -0.22510     56.7839397563     -2.423923      2.0867705370       15.2911696721
   7246  -0.22410     95.5426554382     -2.396711      3.5111265483       15.3735164061
   7256  -0.22310     64.0615365903     -2.369500      2.3542171904       15.4569578170
   7266  -0.22210     17.0644159165     -2.342289      0.6271054900       15.4929481639
   7276  -0.22110      1.7898030533     -2.315077      0.0657740251       15.4994917299
   7286  -0.22010      0.0730503165     -2.287866      0.0026845486       15.4999847332
   7296  -0.21910      0.0011466671     -2.260655      0.0000421392       15.4999998154
   7306  -0.21810      0.0000068530     -2.233443      0.0000002518       15.4999999991
   7316  -0.21710      0.0000000155     -2.206232      0.0000000006       15.5000000000
   7326  -0.21610      0.0000000070     -2.179020      0.0000000003       15.5000000000
   7336  -0.21510      0.0000036929     -2.151809      0.0000001357       15.5000000008
   7346  -0.21410      0.0007473370     -2.124598      0.0000274641       15.5000001894
   7356  -0.21310      0.0580952411     -2.097386      0.0021349600       15.5000172655
   7366  -0.21210      1.7533986430     -2.070175      0.0644361882       15.5006382127
   7376  -0.21110     20.8000849592     -2.042963      0.7643887452       15.5098884448
   7386  -0.21010     98.1984801320     -2.015752      3.6087262701       15.5675117892
   7396  -0.20910    186.3782407434     -1.988541      6.8492715227       15.7202921050
   7406  -0.20810    142.9056039121     -1.961329      5.2516821674       15.8946069954
   7416  -0.20710     44.1740605298     -1.934118      1.6233661914       15.9803279027
   7426  -0.20610      5.4595593713     -1.906906      0.2006350332       15.9983474591
   7436  -0.20510      0.2666081871     -1.879695      0.0097976666       15.9999410274
   7446  -0.20410      0.0050915612     -1.852484      0.0001871114       15.9999991416
   7456  -0.20310      0.0018241218     -1.825272      0.0000670352       16.0000004681
   7466  -0.20210      0.1037383172     -1.798061      0.0038123115       16.0000326559
   7476  -0.20110      2.3188440218     -1.770849      0.0852159150       16.0009123370
   7486  -0.20010     20.1937987093     -1.743638      0.7421081446       16.0107156093
   7496  -0.19910     69.3163770683     -1.716427      2.5473289458       16.0561570208
   7506  -0.19810     94.5810829703     -1.689215      3.4757894247       16.1451778304
   7516  -0.19710     51.4245333658     -1.662004      1.8898160566       16.2194704831
   7526  -0.19610     11.1275560712     -1.634792      0.4089299943       16.2458362213
